Date,Open,High,Low,Close,Adj Close,Volume
1990-12-19,99.980003,99.980003,99.980003,99.980003,99.980003,0.0
1990-12-20,104.389999,104.389999,104.389999,104.389999,104.389999,0.0
1990-12-21,109.129997,109.129997,109.129997,109.129997,109.129997,0.0
1990-12-24,114.550003,114.550003,114.550003,114.550003,114.550003,0.0
1990-12-25,120.25,120.25,120.25,120.25,120.25,0.0
1990-12-26,125.269997,125.269997,125.269997,125.269997,125.269997,0.0
1990-12-27,125.279999,125.279999,125.279999,125.279999,125.279999,0.0
1990-12-28,126.449997,126.449997,126.449997,126.449997,126.449997,0.0
1990-12-31,127.610001,127.610001,127.610001,127.610001,127.610001,0.0
1991-01-01,,,,,,
1991-01-02,128.83999599999999,128.83999599999999,128.83999599999999,128.83999599999999,128.83999599999999,0.0
1991-01-03,130.139999,130.139999,130.139999,130.139999,130.139999,0.0
1991-01-04,131.440002,131.440002,131.440002,131.440002,131.440002,0.0
1991-01-07,132.059998,132.059998,132.059998,132.059998,132.059998,0.0
1991-01-08,132.679993,132.679993,132.679993,132.679993,132.679993,0.0
1991-01-09,133.33999599999999,133.33999599999999,133.33999599999999,133.33999599999999,133.33999599999999,0.0
1991-01-10,133.970001,133.970001,133.970001,133.970001,133.970001,0.0
1991-01-11,134.600006,134.600006,134.600006,134.600006,134.600006,0.0
1991-01-14,134.669998,134.669998,134.669998,134.669998,134.669998,0.0
1991-01-15,134.740005,134.740005,134.740005,134.740005,134.740005,0.0
1991-01-16,134.240005,134.240005,134.240005,134.240005,134.240005,0.0
1991-01-17,134.25,134.25,134.25,134.25,134.25,0.0
1991-01-18,134.240005,134.240005,134.240005,134.240005,134.240005,0.0
1991-01-21,134.240005,134.240005,134.240005,134.240005,134.240005,0.0
1991-01-22,133.720001,133.720001,133.720001,133.720001,133.720001,0.0
1991-01-23,133.169998,133.169998,133.169998,133.169998,133.169998,0.0
1991-01-24,132.610001,132.610001,132.610001,132.610001,132.610001,0.0
1991-01-25,132.050003,132.050003,132.050003,132.050003,132.050003,0.0
1991-01-28,131.46000700000002,131.46000700000002,131.46000700000002,131.46000700000002,131.46000700000002,0.0
1991-01-29,130.949997,130.949997,130.949997,130.949997,130.949997,0.0
1991-01-30,130.440002,130.440002,130.440002,130.440002,130.440002,0.0
1991-01-31,129.970001,129.970001,129.970001,129.970001,129.970001,0.0
1991-02-01,129.509995,129.509995,129.509995,129.509995,129.509995,0.0
1991-02-04,129.050003,129.050003,129.050003,129.050003,129.050003,0.0
1991-02-05,128.580002,128.580002,128.580002,128.580002,128.580002,0.0
1991-02-06,129.139999,129.139999,129.139999,129.139999,129.139999,0.0
1991-02-07,129.78999299999998,129.78999299999998,129.78999299999998,129.78999299999998,129.78999299999998,0.0
1991-02-08,130.380005,130.380005,130.380005,130.380005,130.380005,0.0
1991-02-11,130.970001,130.970001,130.970001,130.970001,130.970001,0.0
1991-02-12,131.350006,131.350006,131.350006,131.350006,131.350006,0.0
1991-02-13,131.919998,131.919998,131.919998,131.919998,131.919998,0.0
1991-02-14,132.529999,132.529999,132.529999,132.529999,132.529999,0.0
1991-02-15,,,,,,
1991-02-18,,,,,,
1991-02-19,133.130005,133.130005,133.130005,133.130005,133.130005,0.0
1991-02-20,133.669998,133.669998,133.669998,133.669998,133.669998,0.0
1991-02-21,134.279999,134.279999,134.279999,134.279999,134.279999,0.0
1991-02-22,134.869995,134.869995,134.869995,134.869995,134.869995,0.0
1991-02-25,134.399994,134.399994,134.399994,134.399994,134.399994,0.0
1991-02-26,133.929993,133.929993,133.929993,133.929993,133.929993,0.0
1991-02-27,133.470001,133.470001,133.470001,133.470001,133.470001,0.0
1991-02-28,133.009995,133.009995,133.009995,133.009995,133.009995,0.0
1991-03-01,132.529999,132.529999,132.529999,132.529999,132.529999,0.0
1991-03-04,131.990005,131.990005,131.990005,131.990005,131.990005,0.0
1991-03-05,131.46000700000002,131.46000700000002,131.46000700000002,131.46000700000002,131.46000700000002,0.0
1991-03-06,130.940002,130.940002,130.940002,130.940002,130.940002,0.0
1991-03-07,130.41000400000001,130.41000400000001,130.41000400000001,130.41000400000001,130.41000400000001,0.0
1991-03-08,129.889999,129.889999,129.889999,129.889999,129.889999,0.0
1991-03-11,129.309998,129.309998,129.309998,129.309998,129.309998,0.0
1991-03-12,128.770004,128.770004,128.770004,128.770004,128.770004,0.0
1991-03-13,126.150002,126.150002,126.150002,126.150002,126.150002,0.0
1991-03-14,125.629997,125.629997,125.629997,125.629997,125.629997,0.0
1991-03-15,125.16999799999999,125.16999799999999,125.16999799999999,125.16999799999999,125.16999799999999,0.0
1991-03-18,124.709999,124.709999,124.709999,124.709999,124.709999,0.0
1991-03-19,124.220001,124.220001,124.220001,124.220001,124.220001,0.0
1991-03-20,123.660004,123.660004,123.660004,123.660004,123.660004,0.0
1991-03-21,123.120003,123.120003,123.120003,123.120003,123.120003,0.0
1991-03-22,122.620003,122.620003,122.620003,122.620003,122.620003,0.0
1991-03-25,122.120003,122.120003,122.120003,122.120003,122.120003,0.0
1991-03-26,121.620003,121.620003,121.620003,121.620003,121.620003,0.0
1991-03-27,121.120003,121.120003,121.120003,121.120003,121.120003,0.0
1991-03-28,120.610001,120.610001,120.610001,120.610001,120.610001,0.0
1991-03-29,120.190002,120.190002,120.190002,120.190002,120.190002,0.0
1991-04-01,120.730003,120.730003,120.730003,120.730003,120.730003,0.0
1991-04-02,121.209999,121.209999,121.209999,121.209999,121.209999,0.0
1991-04-03,121.709999,121.709999,121.709999,121.709999,121.709999,0.0
1991-04-04,121.720001,121.720001,121.720001,121.720001,121.720001,0.0
1991-04-05,121.540001,121.540001,121.540001,121.540001,121.540001,0.0
1991-04-08,121.089996,121.089996,121.089996,121.089996,121.089996,0.0
1991-04-09,120.620003,120.620003,120.620003,120.620003,120.620003,0.0
1991-04-10,120.160004,120.160004,120.160004,120.160004,120.160004,0.0
1991-04-11,119.639999,119.639999,119.639999,119.639999,119.639999,0.0
1991-04-12,119.209999,119.209999,119.209999,119.209999,119.209999,0.0
1991-04-15,118.769997,118.769997,118.769997,118.769997,118.769997,0.0
1991-04-16,118.339996,118.339996,118.339996,118.339996,118.339996,0.0
1991-04-17,117.900002,117.900002,117.900002,117.900002,117.900002,0.0
1991-04-18,117.449997,117.449997,117.449997,117.449997,117.449997,0.0
1991-04-19,117.08000200000001,117.08000200000001,117.08000200000001,117.08000200000001,117.08000200000001,0.0
1991-04-22,116.629997,116.629997,116.629997,116.629997,116.629997,0.0
1991-04-23,116.190002,116.190002,116.190002,116.190002,116.190002,0.0
1991-04-24,115.790001,115.790001,115.790001,115.790001,115.790001,0.0
1991-04-25,115.360001,115.360001,115.360001,115.360001,115.360001,0.0
1991-04-26,115.559998,115.559998,115.559998,115.559998,115.559998,0.0
1991-04-29,114.75,114.75,114.75,114.75,114.75,0.0
1991-04-30,113.940002,113.940002,113.940002,113.940002,113.940002,0.0
1991-05-01,,,,,,
1991-05-02,113.160004,113.160004,113.160004,113.160004,113.160004,0.0
